"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","age","educ","income","fruitsperday","vegsperday","ffq_veg_tomatoes","ffq_veg_stringbeans","ffq_veg_beans","ffq_veg_peas","ffq_veg_broccoli","ffq_veg_cauliflower","ffq_veg_cabbage","ffq_veg_carrot","ffq_veg_squash","ffq_veg_sweetpotatoes","ffq_veg_check6","ffq_veg_kale","ffq_veg_spinach","ffq_veg_lettuce","ffq_veg_celery","ffq_veg_peppers","ffq_veg_onions","ffq_veg_asparagus","ffq_veg_mushrooms","FFQ_F_grapes","ffq_fruit_bananas","ffq_fruit_canaloupe","ffq_fruit_avocado","ffq_fruit_apples","ffq_fruit_pears","ffq_fruit_oranges","ffq_fruit_grapefruit","ffq_fruit_check30","ffq_fruit_strawberries","ffq_fruit_blueberries","ffq_fruit_peaches","ffq_fruit_plums","ffq_time_First.Click","ffq_time_Last.Click","ffq_time_Page.Submit","ffq_time_Click.Count","e01","e02","e03","e04","e05","e06r","e07r","e08","check_2","m01","m02","m03","m04","m05","m06","m07r","check_7","comments","assignmentId","hitId","workerId","surv_time","surv_pay"
"2019-02-26 09:06:28","2019-02-26 09:12:20","0","c2870d8954937ec0","100","352","1","2019-02-26 09:12:21","R_1gU51nwFLERLlHT","","","","",36.33,-92.38,"anonymous","EN","1","24","2","2","0.25","0.25","1","1","1","1","6","2.5","1","2.5","1","16","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","1.112","22.209","23.126","26","1","1","1","1","1","5","6","1","2","1","1","1","1","1","1","7","7","I'm on the keto diet so I don't consume sugary fruits and I don't think they're healthy. My diet consists of nutrient dense grass-fed organ meats, fish, eggs, etc. The idea that fruits and vegetables are the key to health is completely off-base and not steeped in wisdom at all. All indigenous groups like the Inuit and Native Americans maintained a high-fat low-carb diet mainly consisting of full spectrum animal products, they are/were incredibly robust because of this.","3137ONMDKG5HTQ0LGCCGCO08FWDGE1","3S4TINXCC0N4SG7542IWS580JUKBOS","cdafebdf6c76a520","8","1.10"
"2019-02-26 09:07:13","2019-02-26 09:12:40","0","033aa4b98c08c5b9","100","326","1","2019-02-26 09:12:40","R_1C9DLzHTeP5zyiV","","","","",41.45,-74.48,"anonymous","EN","1","47","3","4","4","4","16","6","30","30","16","16","2.5","30","1","1","6","6","2.5","16","16","30","30","1","1","30","16","30","16","6","2.5","2.5","2.5","30","30","2.5","1","1","4.164","36.654","38.11","27","5","7","6","7","6","6","3","6","2","5","6","2","6","4","5","6","7","very engaging. Thank you. I answered honestly. I eat meat and a large amount of fruit and vegetables.","3KYQYYSHYV70TX3J80E4BFRP663OD3","3S4TINXCC0N4SG7542IWS580JUKBOS","dbdad7a9ec84119b","8","1.10"
"2019-02-26 09:08:18","2019-02-26 09:12:45","0","c205821bffd88a09","100","267","1","2019-02-26 09:12:46","R_UKBJrboiQIZIb5f","","","","",11.35,77.73,"anonymous","EN","0","35","4","2","4","4","16","2.5","2.5","2.5","2.5","6","2.5","16","2.5","6","6","2.5","2.5","2.5","2.5","30","30","2.5","2.5","2.5","6","2.5","2.5","6","2.5","2.5","2.5","30","6","2.5","2.5","2.5","11.164","48.685","49.986","28","6","5","5","5","6","3","2","6","6","5","5","6","6","6","6","2","7","it is good study","3WMOAN2SRBX45T3TY6EL2CXRG32NVM","3S4TINXCC0N4SG7542IWS580JUKBOS","63caa07973d45a6c","8","1.10"
"2019-02-26 09:08:32","2019-02-26 09:13:05","0","f0a78580f2f431a4","100","272","1","2019-02-26 09:13:05","R_1ILP6XAWxL7dDa9","","","","",47.73,-117.45,"anonymous","EN","1","31","6","4","1.5","3","1","2.5","1","1","1","2.5","6","1","6","1","1","2.5","2.5","2.5","1","2.5","6","2.5","1","2.5","1","2.5","1","6","1","2.5","6","30","6","2.5","2.5","16","67.668","93.485","95.085","18","5","5","3","6","4","3","5","6","2","5","3","4","6","3","4","2","7","","31N2WW6R9RQ85SOTG8P2BCWZNSO3FZ","3S4TINXCC0N4SG7542IWS580JUKBOS","80fb000b27c72169","8","1.10"
"2019-02-26 09:09:37","2019-02-26 09:13:08","0","7e9e687dfe7e0b40","100","210","1","2019-02-26 09:13:08","R_1Q4niEC3ObenmMs","","","","",37.75,-97.82,"anonymous","EN","1","37","6","4","2.5","2","6","1","1","1","2.5","6","16","30","16","6","6","16","6","6","1","30","16","6","6","16","6","6","16","6","2.5","16","16","30","6","16","6","6","1.657","32.682","33.263","29","5","5","5","5","6","1","2","6","2","5","6","6","4","6","5","1","7","","3MB8LZR5BFT01I6WNPKZNBILVAVLKW","3S4TINXCC0N4SG7542IWS580JUKBOS","840542f017f1c943","8","1.10"
"2019-02-26 09:06:27","2019-02-26 09:13:12","0","55753309439d537d","100","405","1","2019-02-26 09:13:12","R_27NHEikuUFbTRtp","","","","",41.43,-79.69,"anonymous","EN","1","31","4","1","0.25","0.25","1","1","1","1","2.5","1","1","1","1","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","30","2.5","1","1","1","3.791","40.129","42.543","26","4","4","4","4","2","4","4","3","2","4","5","3","4","4","3","3","7","","3SKRO2GZ71RNBB2SUF2G3W97X4R1K7","3S4TINXCC0N4SG7542IWS580JUKBOS","7c87768e278387a0","8","1.10"
"2019-02-26 09:03:29","2019-02-26 09:13:27","0","898579c53b57ccc6","100","597","1","2019-02-26 09:13:27","R_3elBDOT9MD4Nl4v","","","","",39.63,-104.79,"anonymous","EN","0","24","4","4","1.5","2","2.5","6","6","6","30","1","30","2.5","6","6","6","1","16","1","1","2.5","1","1","1","30","30","1","6","6","1","2.5","2.5","30","2.5","2.5","1","1","3.294","49.797","53.224","16","5","7","6","5","5","2","2","7","2","5","5","3","6","5","4","2","7","None","3IFS6Q0HJIJWZ0BY7VWOMHH3V0EISW","3S4TINXCC0N4SG7542IWS580JUKBOS","3866e2c33d13a7b4","8","1.10"
"2019-02-26 09:00:51","2019-02-26 09:13:31","0","33c5f3f44f98f598","100","759","1","2019-02-26 09:13:31","R_0vuEjWHfDw69Iyt","","","","",32.93,-96.97,"anonymous","EN","0","37","5","0","1.5","2","30","6","16","6","6","6","6","16","6","6","6","2.5","16","6","6","6","30","2.5","1","6","30","2.5","6","16","6","16","6","30","16","16","2.5","6","1.948","60.978","62.283","28","6","5","5","6","6","7","3","6","2","7","7","7","7","6","6","6","7","","3NQL1CS15R8YHS7758NWJSVYKN6VYK","3S4TINXCC0N4SG7542IWS580JUKBOS","79039e3643f1de42","8","1.10"
"2019-02-26 09:10:51","2019-02-26 09:13:47","0","d508599eaf169bb5","100","175","1","2019-02-26 09:13:47","R_sHG4OHmoboM8w9P","","","","",45.09,-93.24,"anonymous","EN","1","26","4","6","2.5","1","1","1","1","2.5","6","2.5","16","16","1","1","6","1","1","16","16","1","6","6","1","1","16","1","1","16","1","30","1","30","6","1","1","1","0.938","25.897","26.399","33","2","6","6","5","5","4","3","4","2","2","6","6","5","6","6","5","7","","3WI0P0II61S3QAVZ0SV85AWUHTNRDF","3S4TINXCC0N4SG7542IWS580JUKBOS","0851f7959c7f2a0d","8","1.10"
"2019-02-26 09:10:07","2019-02-26 09:14:00","0","b20302dfeba76f71","100","233","1","2019-02-26 09:14:01","R_yvE0Z7a7RAHJqTv","","","","",41.25,-79.43,"anonymous","EN","1","50","3","4","2","1","6","1","1","6","1","6","2.5","6","2.5","1","6","1","1","16","2.5","6","16","1","1","16","16","2.5","1","16","6","6","1","30","6","2.5","1","1","3.962","38.373","39.33","26","6","7","5","5","4","3","2","6","2","4","6","4","3","4","5","2","7","","3UNH76FOCS5FR5DYRGM5WWCLTUUYM6","3S4TINXCC0N4SG7542IWS580JUKBOS","f162bda62e69c9a3","8","1.10"
"2019-02-26 09:11:17","2019-02-26 09:14:04","0","c57b93952fcc2ecc","100","166","1","2019-02-26 09:14:04","R_Rfu7W20mQ38RRp7","","","","",32.98,-82.84,"anonymous","EN","0","26","6","3","2","2","2.5","2.5","6","2.5","2.5","1","2.5","1","2.5","2.5","6","2.5","6","16","2.5","16","16","2.5","6","16","6","1","16","16","16","6","1","30","30","30","16","6","6.073","30.317","30.598","31","7","7","7","7","7","7","7","7","2","7","7","7","7","7","7","7","7","none","3U4J9857OEB0TUD0DI6W53HUDWHB7T","3S4TINXCC0N4SG7542IWS580JUKBOS","e635fba54e0c1e77","8","1.10"
"2019-02-26 09:11:50","2019-02-26 09:14:04","0","a82b19c8dbdfec08","100","134","1","2019-02-26 09:14:04","R_9zXYgErxDxMfKcp","","","","",37.55,-79.71,"anonymous","EN","0","26","4","4","2","4","1","2.5","6","1","16","6","1","2.5","16","2.5","6","2.5","6","6","1","16","16","16","16","1","16","1","2.5","6","6","1","1","30","16","16","6","1","1.069","23.298","23.754","28","3","6","6","6","3","6","6","5","2","3","5","3","6","6","6","6","7","","320DUZ38G7MP46MDUDN794D0K49GJM","3S4TINXCC0N4SG7542IWS580JUKBOS","045c7c7f69bc9010","8","1.10"
"2019-02-26 09:01:44","2019-02-26 09:14:05","0","16209af536bb7bee","100","741","1","2019-02-26 09:14:06","R_1C2z8PTbEWGMVsa","","","","",38.82,-77.12,"anonymous","EN","0","33","6","3","4","4","2.5","16","2.5","6","16","16","2.5","16","16","2.5","6","16","16","16","16","16","2.5","6","16","6","2.5","16","16","6","16","6","2.5","6","16","16","6","16","1.897","27.552","28.247","26","6","3","6","6","5","2","1","5","2","6","7","7","5","6","5","4","7","This study is very interesting.","3YDTZAI2WXG2X9DP9NF0WFKB0I141K","3S4TINXCC0N4SG7542IWS580JUKBOS","034eed46dab01ffe","8","1.10"
"2019-02-26 09:07:10","2019-02-26 09:14:05","0","28048c5c7e607221","100","415","1","2019-02-26 09:14:06","R_25L7bRokK5KNZXs","","","","",38.54,-122.81,"anonymous","EN","1","65","4","4","1","3","2.5","6","6","1","1","1","30","30","2.5","1","6","1","2.5","2.5","1","6","6","1","2.5","1","16","1","1","16","2.5","6","1","30","1","1","1","1","8.339","41.635","42.874","26","4","6","2","5","4","6","6","2","2","4","5","2","4","5","5","6","7","","3OE22WJIGIOPVBRL98WXAKQD77GQUN","3S4TINXCC0N4SG7542IWS580JUKBOS","e32eaef4382639bc","8","1.10"
"2019-02-26 09:10:54","2019-02-26 09:14:26","0","207b6be7c4e55521","100","212","1","2019-02-26 09:14:27","R_31sE4obDZItP5ZT","","","","",37.75,-97.82,"anonymous","EN","1","33","6","5","4","5","2.5","16","6","6","1","2.5","6","2.5","16","6","16","16","6","16","6","16","16","1","6","6","6","30","16","6","2.5","6","6","16","6","6","16","16","2.193","29.366","30.662","27","7","7","6","6","7","2","2","6","5","6","6","5","7","6","7","2","6","good","3A0EX8ZRN8OJ8E910RWWIG1RHVQYBH","3S4TINXCC0N4SG7542IWS580JUKBOS","d5c66ffad19a42a8","8","1.10"
"2019-02-26 09:10:19","2019-02-26 09:14:32","0","8b9e6ba5834cd49b","100","252","1","2019-02-26 09:14:32","R_ykFj6ZTt1YeQmPL","","","","",40.54,-85.66,"anonymous","EN","0","30","4","4","1","2.5","6","2.5","2.5","2.5","6","6","1","6","2.5","1","6","1","2.5","1","1","1","2.5","1","1","2.5","2.5","1","1","2.5","1","1","1","30","2.5","1","1","1","2.997","32.408","33.231","27","3","5","3","2","3","4","2","2","2","3","4","3","5","6","2","3","7",NA,"379J5II41OGXFIEMR39WPG5GBDZLEC","3S4TINXCC0N4SG7542IWS580JUKBOS","9deab0361eba32c9","8","1.10"
"2019-02-26 09:11:11","2019-02-26 09:14:52","0","927bbb400141aa07","100","221","1","2019-02-26 09:14:53","R_2zUzGja6Den9ksE","","","","",44.92,-123.32,"anonymous","EN","1","31","4","2","0.25","1.5","2.5","1","6","1","1","1","2.5","1","1","1","6","1","1","6","1","2.5","6","1","2.5","1","1","1","1","1","1","1","1","30","1","2.5","1","1","1.623","22.101","22.775","27","3","4","3","4","2","3","2","5","2","3","4","3","4","3","3","2","7","","3NPI0JQDAO5PVMBH9QRY5JE1JXNPT4","3S4TINXCC0N4SG7542IWS580JUKBOS","d799b92dfe52fe69","8","1.10"
"2019-02-26 09:06:36","2019-02-26 09:14:56","0","37e3b05f75fb8330","100","499","1","2019-02-26 09:14:56","R_siKtTDMpkIBDBrH","","","","",53.49,-113.48,"anonymous","EN","1","32","6","3","1","2","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","30","2.5","2.5","2.5","2.5","295.35","315.438","316.509","3","6","6","6","5","5","3","3","5","2","6","6","6","5","5","6","2","7","","3RGU30DZTA8PWGIZ5GL2M9XXGQLJMX","3S4TINXCC0N4SG7542IWS580JUKBOS","040b6b6f4fd445d8","8","1.10"
"2019-02-26 09:06:24","2019-02-26 09:15:33","0","44af435b6e0189e5","100","548","1","2019-02-26 09:15:34","R_3Gx1nttSzmqT2PD","","","","",43.05,-88.4,"anonymous","EN","1","35","4","4","0.25","0.5","1","1","1","1","6","1","1","2.5","1","1","6","1","1","6","1","2.5","6","1","1","1","2.5","1","1","2.5","1","2.5","1","30","1","1","1","1","13.523","37.275","44.027","29","4","5","4","5","5","7","3","5","2","5","5","3","7","5","5","2","7","N/A - Thank You!","3MMN5BL1WZ4EB2GA2VTF62G8KTZM3O","3S4TINXCC0N4SG7542IWS580JUKBOS","be722bbb44271245","8","1.10"
"2019-02-26 09:12:31","2019-02-26 09:15:49","0","8eb7de7a421f77bb","100","198","1","2019-02-26 09:15:49","R_2QFZZLZljoaKLtl","","","","",47.38,-122.29,"anonymous","EN","1","40","2","5","1","2","16","1","6","2.5","6","1","6","6","1","1","6","1","1","6","1","16","30","1","6","1","2.5","1","2.5","2.5","1","1","1","30","1","1","1","1","3.023","23.336","27.618","27","3","6","4","4","4","3","2","6","2","3","3","2","3","3","3","2","7","","3X3OR7WPZZ0G6H4VE0NWX69U0A1L8D","3S4TINXCC0N4SG7542IWS580JUKBOS","b5453640ba8e16eb","8","1.10"
"2019-02-26 09:07:26","2019-02-26 09:15:54","0","295f69632087688c","100","508","1","2019-02-26 09:15:54","R_VIqJfaZ5L6Xvhkd","","","","",28.53,-81.48,"anonymous","EN","0","36","2","5","1","0.5","1","1","1","1","1","1","2.5","2.5","1","1","1","1","2.5","6","1","6","6","1","1","1","1","1","2.5","1","1","2.5","1","30","2.5","1","2.5","1","5.388","43.201","45.313","26","4","5","5","5","5","5","4","6","2","3","5","4","6","4","5","2","7","none at this time.","3I2PTA7R3TUBSFM9FUSV4XHF5GIQKQ","3S4TINXCC0N4SG7542IWS580JUKBOS","9c385534c42e1614","8","1.10"
"2019-02-26 09:09:53","2019-02-26 09:15:59","0","92ab2f898a5cc26d","100","366","1","2019-02-26 09:15:59","R_12r0IkQscSsWzzy","","","","",38.24,-122.04,"anonymous","EN","1","38","2","6","0.5","0.5","2.5","1","2.5","1","1","1","1","1","1","2.5","6","1","1","2.5","1","6","6","1","2.5","1","1","1","1","6","2.5","2.5","1","30","1","1","2.5","1","0","0","35.013","0","2","6","5","6","4","7","4","4","2","2","4","1","1","5","3","3","7","None, thanks!","3DR23U6WE5ELYVMR0CBNB7FX5QLTEN","3S4TINXCC0N4SG7542IWS580JUKBOS","8f540874cde42dc8","8","1.10"
"2019-02-26 09:12:38","2019-02-26 09:16:32","0","27365d1768cf9ba5","100","233","1","2019-02-26 09:16:33","R_0ieh5F99Vf4H5v3","","","","",30.49,-90.1,"anonymous","EN","1","43","4","5","1","1.5","2.5","2.5","6","2.5","1","1","1","6","1","1","6","1","1","1","1","1","6","1","1","1","6","1","1","6","1","1","1","30","1","2.5","1","1","2.317","33.1","33.727","27","4","5","5","4","3","5","1","6","2","5","5","3","5","3","5","3","7","no","3J88R45B2GYWC3K1E0SVUMZ7WTBPXN","3S4TINXCC0N4SG7542IWS580JUKBOS","5bfbfd4f9d4677a7","8","1.10"
"2019-02-26 09:11:41","2019-02-26 09:17:09","0","68358d751acdb27e","100","327","1","2019-02-26 09:17:09","R_1MKGNiAafOfvxEf","","","","",41.63,-70.94,"anonymous","EN","0","39","5","5","1","2","6","2.5","2.5","1","2.5","2.5","2.5","6","2.5","6","6","1","2.5","6","1","6","6","1","6","6","16","1","2.5","1","1","16","1","30","2.5","6","1","1","2.67","61.408","62.153","27","2","5","6","2","4","3","3","3","2","7","4","4","6","6","5","5","7","","3JRJSWSMQHLGZEOXLX5WTUBZBR93EH","3S4TINXCC0N4SG7542IWS580JUKBOS","522a60206a230452","8","1.10"
"2019-02-26 09:02:10","2019-02-26 09:17:25","0","c635a967adc1892d","100","915","1","2019-02-26 09:17:25","R_1DItYBVU0tJHCoo","","","","",34.06,-118.28,"anonymous","EN","0","23","6","5","3","4","16","6","2.5","6","16","30","2.5","30","1","16","6","6","16","30","6","30","30","6","16","16","30","16","6","30","16","6","16","30","2.5","6","2.5","1","2.488","71.018","72.22","29","7","4","6","5","2","5","2","5","2","5","5","6","6","5","6","5","7","","30IQTZXKAK6TOMGHXFD5FLYZOLZX0O","3S4TINXCC0N4SG7542IWS580JUKBOS","fe09c3839826d97d","8","1.10"
"2019-02-26 09:09:37","2019-02-26 09:17:54","0","b626a06a018af1b2","100","497","1","2019-02-26 09:17:55","R_1JFUDjZxSiivtXB","","","","",12.83,79.72,"anonymous","EN","1","32","6","3","5","5","2.5","6","16","1","6","30","2.5","6","6","2.5","6","6","6","6","16","2.5","16","16","6","2.5","2.5","16","2.5","2.5","2.5","6","16","30","6","6","2.5","2.5","1.874","22.571","31.685","27","6","6","6","6","5","2","2","6","2","5","7","6","5","7","5","2","7","is good survey","345LHZDEDXSXOALJBXK1XCX2XF2U3O","3S4TINXCC0N4SG7542IWS580JUKBOS","ca4da0334e15aa42","8","1.10"
"2019-02-26 09:12:43","2019-02-26 09:18:02","0","ed5b35fcab76c2f3","100","318","1","2019-02-26 09:18:02","R_2aRCYLGyt85yg1w","","","","",45.02,-93.24,"anonymous","EN","1","39","4","6","1","2","2.5","1","6","1","2.5","1","2.5","6","1","1","6","2.5","2.5","2.5","6","2.5","6","1","2.5","1","2.5","1","2.5","1","1","1","1","30","1","1","1","1","2.79","29.76","30.315","27","5","6","5","4","5","5","2","3","2","6","6","4","6","5","4","3","7","No, very clear throughout!","38F5OAUN5NCAK7GMDAGSREKS89P7H8","3S4TINXCC0N4SG7542IWS580JUKBOS","c1a6e3ca49a25cfd","8","1.10"
"2019-02-26 09:07:30","2019-02-26 09:18:08","0","b622761d61879b6d","100","637","1","2019-02-26 09:18:08","R_2Em0K487TjzXFof","","","","",15,-86.5,"anonymous","EN","1","26","4","3","3","4","30","6","6","6","6","30","6","6","6","6","6","2.5","1","6","2.5","2.5","16","1","2.5","1","2.5","6","1","6","6","6","6","30","1","2.5","2.5","2.5","7.092","48.436","49.319","34","7","6","7","6","6","3","2","7","7","6","6","5","7","6","6","2","5","good survey","3DPNQGW4LLFX4VEMFTRHRBBS8TH46I","3S4TINXCC0N4SG7542IWS580JUKBOS","46a109420089bb09","8","1.10"
"2019-02-26 09:15:45","2019-02-26 09:18:16","0","ec24823ff520770a","100","150","1","2019-02-26 09:18:16","R_26b6adOLrvgJJ8D","","","","",40.73,-73.98,"anonymous","EN","1","33","6","5","4","5","6","6","6","6","6","6","6","2.5","16","2.5","16","16","6","16","16","16","6","16","30","6","16","6","16","16","16","6","6","6","2.5","16","6","2.5","1.516","23.124","24.562","26","5","6","6","6","5","1","1","5","6","5","7","6","6","6","5","2","7","good","3ERMJ6L4DYSWCLHX47W5JJSOPVLM7T","3S4TINXCC0N4SG7542IWS580JUKBOS","68afb012850ff09c","8","1.10"
"2019-02-26 09:11:38","2019-02-26 09:18:57","0","c70c83dd8cf5af28","100","438","1","2019-02-26 09:18:57","R_1Qu9fnFodams1Jn","","","","",41.29,-96.05,"anonymous","EN","1","25","6","4","4","2.5","30","16","6","6","30","2.5","6","16","2.5","30","6","30","6","2.5","16","30","1","6","30","16","2.5","16","6","30","6","6","16","30","30","1","2.5","30","51.771","88.588","89.46","26","6","4","6","4","6","3","2","3","2","3","6","4","6","7","6","3","7","NO","3WQ3B2KGE8GMI8YYO2PN4TQHAAI1BN","3S4TINXCC0N4SG7542IWS580JUKBOS","e2ad0f52bea9a4ae","8","1.10"
"2019-02-26 09:08:37","2019-02-26 09:19:10","0","6c4237a2908e10dd","100","632","1","2019-02-26 09:19:10","R_2tbbWcnjmKOERSu","","","","",-1.28,36.82,"anonymous","EN","0","29","4","6","5","4","30","6","16","6","6","2.5","6","16","6","6","6","16","16","6","2.5","2.5","30","6","6","2.5","1","2.5","1","2.5","2.5","30","6","30","6","6","16","16","23.381","50.379","51.297","35","5","5","6","5","5","2","2","6","2","6","6","6","6","5","6","3","7","fun study","3RGU30DZTA8PWGIZ5GL2M9XXGQLJMX","3S4TINXCC0N4SG7542IWS580JUKBOS","040b6b6f4fd445d8","8","1.10"
"2019-02-26 09:13:31","2019-02-26 09:19:14","0","0985454370f9708a","100","342","1","2019-02-26 09:19:14","R_XWZYuzdhKLqp2ut","","","","",37.55,-77.44,"anonymous","EN","0","52","4","5","1","0.5","1","1","2.5","6","1","1","1","1","1","1","6","1","1","2.5","1","1","1","1","1","2.5","1","1","1","6","1","1","1","30","1","1","1","1","1.325","19.635","38.263","6","5","4","6","3","6","4","4","6","2","5","6","6","5","6","4","1","7","Thank you","38JBBYETQOA1HA71LBAF3Z35PR4E4C","3S4TINXCC0N4SG7542IWS580JUKBOS","b31f033dff037004","8","1.10"
"2019-02-26 09:02:15","2019-02-26 09:19:48","0","85ea1835a826988a","100","1052","1","2019-02-26 09:19:48","R_1Lumq1LzmIC6vJR","","","","",41.65,-83.67,"anonymous","EN","1","41","4","5","1","1.5","1","2.5","2.5","1","2.5","2.5","2.5","2.5","1","1","6","1","1","6","2.5","1","1","2.5","6","2.5","6","2.5","2.5","16","2.5","6","1","30","6","2.5","2.5","1","192.76","216.763","217.238","28","4","5","4","5","4","5","5","5","2","5","5","6","6","5","6","5","7","","3PXX5PX6LXYICWBYKLIGFUJKE4NBAK","3S4TINXCC0N4SG7542IWS580JUKBOS","01a6381f76773da7","8","1.10"
"2019-02-26 09:11:33","2019-02-26 09:20:21","0","5e3ab1c1b033998a","100","528","1","2019-02-26 09:20:22","R_3madiSxLZ1C1rRK","","","","",35.32,-82.5,"anonymous","EN","1","57","2","3","0.25","0.25","6","2.5","2.5","1","2.5","1","1","1","1","1","6","1","1","6","1","6","1","6","6","1","2.5","1","1","1","1","1","1","30","1","1","1","1","6.832","56.586","58.671","13","3","7","6","5","6","2","1","2","2","2","2","1","1","2","2","2","7","I am a terrible eater.","31QTRG6Q2TDLC8ABJWEXD06GYZ5YP2","3S4TINXCC0N4SG7542IWS580JUKBOS","68e1ad4d8d4b0d71","8","1.10"
"2019-02-26 09:17:33","2019-02-26 09:21:05","0","7a422fedddf0fe6e","100","212","1","2019-02-26 09:21:06","R_3ekni1z8wqQJEWt","","","","",34.02,-84.31,"anonymous","EN","0","25","4","3","5","6","2.5","16","2.5","6","16","2.5","6","2.5","2.5","1","6","6","16","1","2.5","6","16","6","6","2.5","16","2.5","1","6","2.5","16","30","6","6","16","6","16","4.871","43.481","47.06","43","6","6","5","6","6","3","1","7","2","6","7","5","6","6","5","1","7","Very interesting of this survey.","36WLNQG78ZAL29SA0QK2BD9BZJLEBI","3S4TINXCC0N4SG7542IWS580JUKBOS","1bb4061ee7b99181","8","1.10"
"2019-02-26 09:17:16","2019-02-26 09:21:09","0","2856c102e1b910b1","100","233","1","2019-02-26 09:21:10","R_2v7XfTQzNPpTRS6","","","","",33.56,-112.05,"anonymous","EN","1","28","4","5","4","5","16","16","16","16","16","16","16","30","6","6","6","16","16","6","16","16","16","2.5","16","16","30","6","16","16","16","16","6","30","6","16","6","6","1.083","27.542","27.859","33","6","6","6","6","6","6","4","4","2","6","6","6","2","6","6","6","7","Nothing to add, thank you.","3HFNH7HEMHE6QTQQP37G65PMYZ1QGN","3S4TINXCC0N4SG7542IWS580JUKBOS","192fc22678b86b7f","8","1.10"
"2019-02-26 09:18:42","2019-02-26 09:21:20","0","17ddd1d1df3c6544","100","158","1","2019-02-26 09:21:21","R_1Lo3ekzIlzy9yzq","","","","",39.6,-78.84,"anonymous","EN","1","23","4","5","3","2.5","1","1","6","16","30","2.5","1","16","1","6","6","1","1","16","16","6","2.5","1","1","16","16","1","1","30","1","1","1","30","6","1","1","1","0","0","15.283","0","6","5","6","5","7","6","5","1","2","6","6","5","6","6","7","2","7","","3HMVI3QICJSIVGR9YU37C4OIVJZY1Y","3S4TINXCC0N4SG7542IWS580JUKBOS","23b6893c90de319f","8","1.10"
"2019-02-26 09:15:30","2019-02-26 09:21:30","0","76a1ca03a8c71eda","100","360","1","2019-02-26 09:21:31","R_UZ2r9l4NE6ItdYd","","","","",39.6,-79.92,"anonymous","EN","1","21","3","1","0.25","0.25","2.5","1","1","1","1","1","2.5","1","1","1","6","1","1","2.5","1","1","1","1","1","1","1","1","1","1","1","1","1","30","1","1","1","1","2.277","21.122","22.001","29","5","5","4","5","4","6","2","4","2","2","3","2","4","3","3","2","7","","374TNBHA8BV6CKBQJ9TMD5WQ3VRYQT","3S4TINXCC0N4SG7542IWS580JUKBOS","13da39f5343c77d6","8","1.10"
"2019-02-26 09:01:50","2019-02-26 09:21:36","0","da67f45a19ca5952","100","1186","1","2019-02-26 09:21:36","R_3PLBLaiKb4XbIFO","","","","",44.69,-73.47,"anonymous","EN","1","29","2","2","0.5","1","6","1","6","2.5","1","1","1","6","1","2.5","6","1","6","6","2.5","1","2.5","1","16","1","1","1","1","2.5","1","1","1","30","1","2.5","1","1","99.299","122.52","122.94","27","6","7","7","6","7","7","7","7","2","6","7","7","7","7","7","6","7","","34S6N1K2ZVJ9ZS5OH4H2AJ2T3TRLHS","3S4TINXCC0N4SG7542IWS580JUKBOS","6c89d5371a34eff3","8","1.10"
"2019-02-26 09:18:56","2019-02-26 09:21:43","0","0e0ef741b275b5f1","100","166","1","2019-02-26 09:21:43","R_1I3OH2RcsU7uPXR","","","","",41.98,-71.52,"anonymous","EN","1","26","4","4","1","1.5","2.5","6","2.5","6","6","1","2.5","1","1","1","6","2.5","6","6","6","16","16","2.5","2.5","2.5","2.5","2.5","1","2.5","1","6","1","30","2.5","1","2.5","2.5","0.867","48.878","49.251","28","4","3","6","2","2","3","2","5","2","3","6","6","7","6","6","6","7","I do not","3WQQ9FUS6AU4T8IJNNY2J3DPOGNB8G","3S4TINXCC0N4SG7542IWS580JUKBOS","1384cf3ccf30ae25","8","1.10"
"2019-02-26 09:15:05","2019-02-26 09:22:00","0","fbe48d463e08ac8b","100","414","1","2019-02-26 09:22:00","R_YPLmsRnBWiQXlRf","","","","",35.51,-78.35,"anonymous","EN","0","35","6","3","4","3","2.5","16","6","30","2.5","16","6","2.5","16","6","2.5","6","6","16","2.5","2.5","6","6","2.5","2.5","16","6","16","6","16","6","6","6","6","6","16","6","4.852","29.407","30.058","26","6","4","5","6","4","1","2","7","2","6","5","5","6","6","7","4","7","This study is very useful.","3ZSY5X72NXBUU7MOQ19OG48TL7UOR9","3S4TINXCC0N4SG7542IWS580JUKBOS","1eb0e576197299a1","8","1.10"
